type_encoded,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,power_w,strain_min_nm,tool_wear_critical,machine_failure,twf,hdf,pwf,osf,rnf
1,302.4,311.8,1557,31.5,49,9.4,5136.03,1543.5,0,0,0,0,0,0,0
1,297.1,308.0,1690,25.6,159,10.9,4530.6,4070.4,0,0,0,0,0,0,0
0,299.3,308.5,1589,32.7,74,9.2,5441.27,2419.8,0,0,0,0,0,0,0
0,298.8,308.9,1527,32.4,189,10.1,5180.99,6123.6,0,0,0,0,0,0,0
1,297.5,308.5,1484,44.7,40,11.0,6946.56,1788.0,0,0,0,0,0,0,0
0,298.3,308.1,1840,21.5,88,9.8,4142.71,1892.0,0,0,0,0,0,0,0
1,301.1,310.0,1433,48.1,14,8.9,7218.05,673.4,0,0,0,0,0,0,0
0,302.1,311.2,1460,46.9,198,9.1,7170.58,9286.2,0,0,0,0,0,0,0
2,300.8,309.9,2041,19.2,194,9.1,4103.67,3724.8,0,0,0,0,0,0,0
2,300.8,311.9,1431,48.5,25,11.1,7267.92,1212.5,0,0,0,0,0,0,0
0,300.7,310.4,1366,52.6,205,9.7,7524.28,10783.0,1,0,0,0,0,0,0
0,302.0,311.2,1434,44.9,15,9.2,6742.55,673.5,0,0,0,0,0,0,0
1,299.8,310.0,1632,33.7,172,10.2,5759.42,5796.4,0,0,0,0,0,0,0
0,299.8,311.3,1727,30.0,24,11.5,5425.53,720.0,0,0,0,0,0,0,0
1,301.1,311.3,1836,22.8,31,10.2,4383.65,706.8,0,0,0,0,0,0,0
0,297.5,308.9,1390,47.4,187,11.4,6899.57,8863.8,0,0,0,0,0,0,0
1,300.4,309.4,1362,42.1,182,9.0,6004.65,7662.2,0,0,0,0,0,0,0
1,301.7,311.0,1311,46.8,136,9.3,6425.06,6364.8,0,0,0,0,0,0,0
0,298.2,308.3,1402,51.0,141,10.1,7487.67,7191.0,0,0,0,0,0,0,0
0,299.4,308.5,1845,22.9,76,9.1,4424.46,1740.4,0,0,0,0,0,0,0
1,300.8,310.4,1518,36.0,59,9.6,5722.73,2124.0,0,0,0,0,0,0,0
1,296.9,307.9,1385,44.8,144,11.0,6497.65,6451.2,0,0,0,0,0,0,0
0,300.3,309.9,1393,56.1,12,9.6,8183.57,673.2,0,0,0,0,0,0,0
0,298.1,309.0,1437,36.2,95,10.9,5447.46,3439.0,0,0,0,0,0,0,0
0,300.2,311.4,1495,43.6,95,11.2,6825.84,4142.0,0,0,0,0,0,0,0
0,298.9,309.9,1590,31.3,98,11.0,5211.59,3067.4,0,0,0,0,0,0,0
0,301.8,310.7,1644,33.4,68,8.9,5750.12,2271.2,0,0,0,0,0,0,0
1,300.3,309.6,1419,42.5,137,9.3,6315.39,5822.5,0,0,0,0,0,0,0
0,298.2,308.3,2051,19.2,90,10.1,4123.78,1728.0,0,0,0,0,0,0,0
0,297.5,309.6,1312,50.7,0,12.1,6965.79,0.0,0,0,0,0,0,0,0
0,300.0,309.2,1566,34.4,18,9.2,5641.3,619.2,0,0,0,0,0,0,0
0,303.6,312.6,1502,39.5,103,9.0,6212.92,4068.5,0,0,0,0,0,0,0
1,300.5,309.4,1655,32.1,37,8.9,5563.29,1187.7,0,0,0,0,0,0,0
2,302.5,312.0,1357,42.0,179,9.5,5968.4,7518.0,0,0,0,0,0,0,0
1,302.4,311.4,1675,29.6,128,9.0,5192.01,3788.8,0,0,0,0,0,0,0
0,297.4,308.5,1692,34.3,83,11.1,6077.47,2846.9,0,0,0,0,0,0,0
1,299.8,309.3,1663,35.2,208,9.5,6130.04,7321.6,1,0,0,0,0,0,0
0,299.0,308.6,1329,60.5,120,9.6,8419.94,7260.0,0,0,0,0,0,0,0
1,301.9,310.7,1472,47.0,73,8.8,7244.93,3431.0,0,0,0,0,0,0,0
0,300.1,309.1,1551,33.7,214,9.0,5473.57,7211.8,1,0,0,0,0,0,0
0,298.2,308.9,1336,45.0,66,10.7,6295.75,2970.0,0,0,0,0,0,0,0
1,298.6,309.2,1311,46.6,44,10.6,6397.6,2050.4,0,0,0,0,0,0,0
1,299.6,309.3,1553,32.4,112,9.7,5269.2,3628.8,0,0,0,0,0,0,0
1,298.1,308.9,1417,39.2,65,10.8,5816.81,2548.0,0,0,0,0,0,0,0
0,298.6,309.0,1456,47.7,0,10.4,7272.91,0.0,0,0,0,0,0,0,0
1,299.5,310.1,1359,61.1,67,10.6,8695.39,4093.7,0,0,0,0,0,0,0
0,301.0,311.6,1461,40.6,154,10.6,6211.62,6252.4,0,0,0,0,0,0,0
0,300.4,309.9,1376,43.5,74,9.5,6268.11,3219.0,0,0,0,0,0,0,0
1,302.2,311.4,1432,45.3,33,9.2,6793.13,1494.9,0,0,0,0,0,0,0
1,301.4,310.6,1459,35.0,87,9.2,5347.51,3045.0,0,0,0,0,0,0,0
0,299.4,309.3,1366,48.4,116,9.9,6923.48,5614.4,0,0,0,0,0,0,0
0,298.7,309.8,1546,40.9,109,11.1,6621.58,4458.1,0,0,0,0,0,0,0
1,298.8,309.7,1480,38.1,157,10.9,5904.94,5981.7,0,0,0,0,0,0,0
0,298.3,308.1,1505,46.1,80,9.8,7265.51,3688.0,0,0,0,0,0,0,0
1,302.5,311.4,1629,31.7,225,8.9,5407.65,7132.5,1,0,0,0,0,0,0
0,298.0,308.9,1406,40.9,77,10.9,6021.95,3149.3,0,0,0,0,0,0,0
0,297.8,309.2,1400,56.9,34,11.4,8341.98,1934.6,0,0,0,0,0,0,0
0,297.4,308.5,1389,39.2,54,11.1,5701.87,2116.8,0,0,0,0,0,0,0
1,302.0,311.3,1725,27.7,23,9.3,5003.77,637.1,0,0,0,0,0,0,0
0,299.2,308.4,1436,41.8,28,9.2,6285.78,1170.4,0,0,0,0,0,0,0
0,298.2,307.6,1369,54.5,82,9.4,7813.19,4469.0,0,0,0,0,0,0,0
1,298.3,309.6,1681,27.1,194,11.3,4770.52,5257.4,0,0,0,0,0,0,0
0,300.7,311.1,1427,50.3,137,10.4,7516.59,6891.1,0,0,0,0,0,0,0
0,301.4,310.8,1698,29.6,99,9.4,5263.3,2930.4,0,0,0,0,0,0,0
0,296.9,307.7,1653,35.9,177,10.8,6214.35,6354.3,0,0,0,0,0,0,0
1,295.6,306.1,1651,28.1,110,10.5,4858.27,3091.0,0,0,0,0,0,0,0
1,298.5,308.6,1897,20.2,50,10.1,4012.8,1010.0,0,0,0,0,0,0,0
2,297.9,307.9,1406,58.5,93,10.0,8613.3,5440.5,0,0,0,0,0,0,0
0,301.2,310.6,1811,24.0,84,9.4,4551.54,2016.0,0,0,0,0,0,0,0
0,301.0,312.2,1510,39.9,61,11.2,6309.26,2433.9,0,0,0,0,0,0,0
1,298.2,308.8,1645,28.2,58,10.6,4857.84,1635.6,0,0,0,0,0,0,0
1,297.9,308.7,1751,26.6,111,10.8,4877.49,2952.6,0,0,0,0,0,0,0
1,300.0,311.4,1533,42.6,180,11.4,6838.81,7668.0,0,0,0,0,0,0,0
0,301.6,309.8,1588,33.9,89,8.2,5637.4,3017.1,0,0,0,0,0,0,0
1,302.3,310.9,1627,32.3,0,8.6,5503.24,0.0,0,0,0,0,0,0,0
1,300.3,311.7,1551,36.4,84,11.4,5912.1,3057.6,0,0,0,0,0,0,0
1,295.6,306.1,1418,46.2,24,10.5,6860.36,1108.8,0,0,0,0,0,0,0
0,300.6,311.8,1652,27.2,52,11.2,4705.52,1414.4,0,0,0,0,0,0,0
0,300.0,309.6,1431,47.7,39,9.6,7148.03,1860.3,0,0,0,0,0,0,0
1,297.4,308.9,1500,46.3,137,11.5,7272.79,6343.1,0,0,0,0,0,0,0
1,297.8,307.9,1726,27.3,35,10.1,4934.37,955.5,0,0,0,0,0,0,0
0,299.8,311.2,2142,16.6,144,11.4,3723.54,2390.4,0,0,0,0,0,0,0
1,300.9,310.0,1416,46.6,201,9.1,6910.0,9366.6,1,0,0,0,0,0,0
2,297.3,308.4,1864,23.1,90,11.1,4509.07,2079.0,0,0,0,0,0,0,0
0,298.5,308.2,1444,40.5,170,9.7,6124.22,6885.0,0,0,0,0,0,0,0
2,297.5,308.6,1355,58.9,138,11.1,8357.63,8128.2,0,0,0,0,0,0,0
0,297.4,308.4,1341,52.2,49,11.0,7330.4,2557.8,0,0,0,0,0,0,0
1,301.1,312.4,1809,25.1,126,11.3,4754.89,3162.6,0,0,0,0,0,0,0
1,299.3,308.5,1404,49.4,93,9.2,7263.11,4594.2,0,0,0,0,0,0,0
0,299.9,310.0,1447,45.9,162,10.1,6955.2,7435.8,0,0,0,0,0,0,0
2,297.5,308.9,1471,37.7,197,11.4,5807.41,7426.9,0,0,0,0,0,0,0
0,297.6,308.6,1664,30.1,81,11.0,5245.04,2438.1,0,0,0,0,0,0,0
0,300.0,311.5,1749,28.3,83,11.5,5183.28,2348.9,0,0,0,0,0,0,0
0,298.3,308.1,1528,33.9,82,9.8,5424.4,2779.8,0,0,0,0,0,0,0
0,297.9,309.0,1562,35.8,40,11.1,5855.89,1432.0,0,0,0,0,0,0,0
0,298.5,308.8,1332,59.1,115,10.3,8243.66,6796.5,0,0,0,0,0,0,0
2,297.4,308.7,1522,46.3,146,11.3,7379.45,6759.8,0,0,0,0,0,0,0
0,300.1,309.3,1616,32.0,199,9.2,5415.27,6368.0,0,0,0,0,0,0,0
0,299.8,309.4,1460,37.4,25,9.6,5718.12,935.0,0,0,0,0,0,0,0
0,296.4,307.5,1331,47.8,99,11.1,6662.46,4732.2,0,0,0,0,0,0,0
0,299.3,308.8,1647,32.9,172,9.5,5674.38,5658.8,0,0,0,0,0,0,0
0,300.2,311.6,1511,35.7,160,11.4,5648.87,5712.0,0,0,0,0,0,0,0
0,299.0,309.1,1523,38.6,177,10.1,6156.24,6832.2,0,0,0,0,0,0,0
1,298.7,309.8,1435,48.8,71,11.1,7333.32,3464.8,0,0,0,0,0,0,0
1,296.0,306.6,1628,36.8,121,10.6,6273.8,4452.8,0,0,0,0,0,0,0
0,297.8,307.2,1351,56.3,174,9.4,7965.12,9796.2,0,0,0,0,0,0,0
1,301.3,310.8,1494,35.3,54,9.5,5522.73,1906.2,0,0,0,0,0,0,0
0,301.5,310.5,1611,33.8,144,9.0,5702.18,4867.2,0,0,0,0,0,0,0
2,299.3,309.0,1732,29.7,141,9.7,5386.83,4187.7,0,0,0,0,0,0,0
0,304.2,313.4,1644,31.7,23,9.2,5457.45,729.1,0,0,0,0,0,0,0
0,299.7,309.1,1483,41.1,208,9.4,6382.81,8548.8,1,0,0,0,0,0,0
1,303.6,312.3,1630,32.4,223,8.7,5530.46,7225.2,1,0,0,0,0,0,0
0,300.5,310.0,1451,48.6,208,9.5,7384.69,10108.8,1,0,0,0,0,0,0
0,298.6,310.2,1569,36.3,10,11.6,5964.28,363.0,0,0,0,0,0,0,0
1,298.7,309.6,1254,57.1,124,10.9,7498.29,7080.4,0,0,0,0,0,0,0
1,298.8,309.6,1575,34.4,149,10.8,5673.72,5125.6,0,0,0,0,0,0,0
1,298.5,309.3,1552,36.8,133,10.8,5980.92,4894.4,0,0,0,0,0,0,0
0,301.9,310.4,1603,37.6,69,8.5,6311.75,2594.4,0,0,0,0,0,0,0
0,300.0,309.1,1401,44.5,0,9.1,6528.7,0.0,0,0,0,0,0,0,0
1,301.9,310.8,1563,39.2,39,8.9,6416.14,1528.8,0,0,0,0,0,0,0
0,297.2,307.9,1309,49.6,167,10.7,6799.08,8283.2,0,0,0,0,0,0,0
0,295.7,306.3,1490,34.3,97,10.6,5351.91,3327.1,0,0,0,0,0,0,0
1,298.4,309.5,1514,38.8,128,11.1,6151.57,4966.4,0,0,0,0,0,0,0
0,299.9,310.5,1539,32.8,213,10.6,5286.17,6986.4,1,0,0,0,0,0,0
2,302.9,312.3,1509,46.8,175,9.4,7395.43,8190.0,0,0,0,0,0,0,0
0,302.3,311.3,1439,41.8,96,9.0,6298.91,4012.8,0,0,0,0,0,0,0
0,297.5,308.6,1536,39.0,202,11.1,6273.13,7878.0,1,0,0,0,0,0,0
0,297.8,308.3,1477,44.8,170,10.5,6929.26,7616.0,0,0,0,0,0,0,0
1,296.9,307.8,1426,50.7,130,10.9,7571.05,6591.0,0,0,0,0,0,0,0
0,298.3,308.4,1490,41.7,170,10.1,6506.55,7089.0,0,0,0,0,0,0,0
1,302.9,312.5,1903,21.2,23,9.6,4224.77,487.6,0,0,0,0,0,0,0
0,300.7,309.9,1383,44.5,176,9.2,6444.82,7832.0,0,0,0,0,0,0,0
1,301.4,311.2,1727,26.5,43,9.8,4792.55,1139.5,0,0,0,0,0,0,0
1,300.4,309.6,1563,34.0,6,9.2,5565.02,204.0,0,0,0,0,0,0,0
2,301.9,310.9,1590,34.3,106,9.0,5711.1,3635.8,0,0,0,0,0,0,0
0,297.4,308.4,1474,43.6,4,11.0,6729.96,174.4,0,0,0,0,0,0,0
1,298.2,309.0,1353,50.3,150,10.8,7126.8,7545.0,0,0,0,0,0,0,0
0,302.2,311.1,1351,48.6,110,8.9,6875.75,5346.0,0,0,0,0,0,0,0
2,301.9,310.5,1472,39.7,187,8.6,6119.65,7423.9,0,0,0,0,0,0,0
0,299.8,309.2,1439,36.1,203,9.4,5439.97,7328.3,1,0,0,0,0,0,0
1,298.0,307.6,1472,46.7,116,9.6,7198.69,5417.2,0,0,0,0,0,0,0
1,298.8,308.7,1543,38.2,44,9.9,6172.45,1680.8,0,0,0,0,0,0,0
0,299.0,310.4,1339,49.6,94,11.4,6954.9,4662.4,0,0,0,0,0,0,0
0,302.7,312.2,1376,52.8,164,9.5,7608.18,8659.2,0,0,0,0,0,0,0
1,301.9,310.5,1590,40.3,130,8.6,6710.13,5239.0,0,0,0,0,0,0,0
0,302.3,310.8,1465,43.8,7,8.5,6719.55,306.6,0,0,0,0,0,0,0
0,297.9,307.6,1747,25.3,136,9.7,4628.52,3440.8,0,0,0,0,0,0,0
0,295.5,306.1,1573,35.1,129,10.6,5781.82,4527.9,0,0,0,0,0,0,0
0,297.4,308.4,1421,46.0,124,11.0,6845.11,5704.0,0,0,0,0,0,0,0
0,301.2,310.9,1413,50.1,141,9.7,7413.25,7064.1,0,0,0,0,0,0,0
1,299.0,310.6,1587,34.2,141,11.6,5683.71,4822.2,0,0,0,0,0,0,0
1,303.5,312.9,1572,44.7,84,9.4,7358.49,3754.8,0,0,0,0,0,0,0
1,300.2,309.7,1408,44.0,144,9.5,6487.6,6336.0,0,0,0,0,0,0,0
1,302.2,311.5,1479,39.5,36,9.3,6117.78,1422.0,0,0,0,0,0,0,0
0,301.4,310.8,1610,34.6,187,9.4,5833.52,6470.2,0,0,0,0,0,0,0
2,297.5,308.3,1674,30.0,54,10.8,5259.03,1620.0,0,0,0,0,0,0,0
1,301.7,311.1,1618,36.7,115,9.4,6218.32,4220.5,0,0,0,0,0,0,0
0,300.4,311.8,1433,42.2,14,11.4,6332.68,590.8,0,0,0,0,0,0,0
0,299.8,309.6,1526,41.7,85,9.8,6663.76,3544.5,0,0,0,0,0,0,0
0,300.3,310.3,1629,34.1,52,10.0,5817.07,1773.2,0,0,0,0,0,0,0
0,299.4,309.2,1621,34.5,48,9.8,5856.4,1656.0,0,0,0,0,0,0,0
0,302.1,310.1,1447,46.6,169,8.0,7061.27,7875.4,0,0,0,0,0,0,0
1,299.7,311.0,1506,42.7,85,11.3,6734.13,3629.5,0,0,0,0,0,0,0
0,298.0,307.7,1492,38.7,202,9.7,6046.56,7817.4,1,0,0,0,0,0,0
0,298.2,308.3,1458,41.8,132,10.1,6382.08,5517.6,0,0,0,0,0,0,0
0,303.8,313.1,1523,39.8,150,9.3,6347.63,5970.0,0,0,0,0,0,0,0
0,298.9,310.2,1445,40.0,129,11.3,6052.8,5160.0,0,0,0,0,0,0,0
1,298.9,308.4,1827,26.1,5,9.5,4993.53,130.5,0,0,0,0,0,0,0
1,301.8,310.2,1437,42.3,0,8.4,6365.4,0.0,0,0,0,0,0,0,0
0,299.1,308.4,1693,31.6,65,9.3,5602.38,2054.0,0,0,0,0,0,0,0
0,298.8,308.9,1455,41.3,208,10.1,6292.77,8590.4,1,1,1,0,0,0,0
0,302.6,310.4,1365,66.8,80,7.8,9548.56,5344.0,0,1,0,1,1,0,0
0,300.1,309.5,1353,50.9,34,9.4,7211.81,1730.6,0,0,0,0,0,0,0
0,301.8,311.1,1495,36.9,197,9.3,5776.92,7269.3,0,0,0,0,0,0,0
1,297.6,308.3,1648,29.1,134,10.7,5022.02,3899.4,0,0,0,0,0,0,0
0,301.9,309.7,1719,31.9,0,7.8,5742.42,0.0,0,0,0,0,0,0,0
0,303.3,312.7,1643,30.7,142,9.4,5282.07,4359.4,0,0,0,0,0,0,0
0,303.3,311.6,1484,44.6,223,8.3,6931.02,9945.8,1,0,0,0,0,0,0
1,299.0,310.3,1662,33.6,67,11.3,5847.89,2251.2,0,0,0,0,0,0,0
0,297.4,308.3,1854,21.8,24,10.9,4232.48,523.2,0,0,0,0,0,0,0
2,298.9,310.5,1429,39.9,19,11.6,5970.82,758.1,0,0,0,0,0,0,0
1,301.9,310.9,1456,43.6,45,9.0,6647.78,1962.0,0,0,0,0,0,0,0
0,301.0,310.7,1464,45.8,184,9.7,7021.59,8427.2,0,0,0,0,0,0,0
0,299.2,308.7,1514,41.9,196,9.5,6643.07,8212.4,0,0,0,0,0,0,0
1,297.2,308.6,1444,41.1,56,11.4,6214.95,2301.6,0,0,0,0,0,0,0
0,299.2,309.1,1468,45.6,2,9.9,7010.02,91.2,0,0,0,0,0,0,0
0,300.4,309.6,1543,38.1,209,9.2,6156.3,7962.9,1,0,0,0,0,0,0
2,302.4,311.1,1578,32.3,196,8.7,5337.5,6330.8,0,0,0,0,0,0,0
0,301.3,310.5,1390,45.8,63,9.2,6666.67,2885.4,0,0,0,0,0,0,0
0,302.4,311.8,1448,43.4,141,9.4,6580.92,6119.4,0,0,0,0,0,0,0
0,297.3,308.0,1518,36.0,59,10.7,5722.73,2124.0,0,0,0,0,0,0,0
1,298.2,309.0,1508,40.5,192,10.8,6395.65,7776.0,0,0,0,0,0,0,0
1,297.7,308.3,1547,36.8,74,10.6,5961.65,2723.2,0,0,0,0,0,0,0
1,300.3,311.8,1483,45.1,181,11.5,7004.0,8163.1,0,0,0,0,0,0,0
0,299.5,309.1,1336,42.1,217,9.6,5890.03,9135.7,1,0,0,0,0,0,0
2,300.8,309.4,1474,40.7,104,8.6,6282.33,4232.8,0,0,0,0,0,0,0
0,300.4,309.8,1342,52.5,68,9.4,7378.03,3570.0,0,0,0,0,0,0,0
1,298.7,310.1,1644,34.1,46,11.4,5870.63,1568.6,0,0,0,0,0,0,0
0,301.3,311.1,1504,39.1,2,9.8,6158.19,78.2,0,0,0,0,0,0,0
1,295.7,306.3,1712,28.5,43,10.6,5109.49,1225.5,0,0,0,0,0,0,0
2,300.4,310.7,1656,36.3,127,10.3,6295.0,4610.1,0,0,0,0,0,0,0
2,303.7,312.5,1520,35.6,154,8.8,5666.6,5482.4,0,0,0,0,0,0,0
0,300.1,309.1,1353,58.7,86,9.0,8316.96,5048.2,0,0,0,0,0,0,0
0,298.2,308.9,1709,28.1,81,10.7,5028.95,2276.1,0,0,0,0,0,0,0
1,298.1,307.8,1503,44.7,54,9.7,7035.5,2413.8,0,0,0,0,0,0,0
0,303.6,312.5,1431,49.0,162,8.9,7342.84,7938.0,0,0,0,0,0,0,0
1,300.7,311.9,1366,55.1,36,11.2,7881.9,1983.6,0,0,0,0,0,0,0
0,303.7,312.3,1384,45.9,121,8.6,6652.39,5553.9,0,0,0,0,0,0,0
0,300.7,310.8,1496,46.4,90,10.1,7269.06,4176.0,0,0,0,0,0,0,0
0,298.7,310.1,1433,54.6,66,11.4,8193.46,3603.6,0,0,0,0,0,0,0
0,300.9,312.0,1441,43.8,210,11.1,6609.47,9198.0,1,0,0,0,0,0,0
0,298.9,310.1,1577,41.4,80,11.2,6836.92,3312.0,0,0,0,0,0,0,0
0,296.1,307.1,1898,22.7,20,11.0,4511.81,454.0,0,0,0,0,0,0,0
1,297.7,309.4,1461,43.7,142,11.7,6685.91,6205.4,0,0,0,0,0,0,0
1,298.8,310.2,1581,37.5,75,11.4,6208.57,2812.5,0,0,0,0,0,0,0
0,303.3,311.7,1508,35.5,217,8.4,5606.07,7703.5,1,0,0,0,0,0,0
1,297.3,307.8,1538,48.0,171,10.5,7730.83,8208.0,0,0,0,0,0,0,0
0,297.5,308.8,1312,50.3,159,11.3,6910.83,7997.7,0,0,0,0,0,0,0
0,300.4,309.5,1543,38.9,37,9.1,6285.56,1439.3,0,0,0,0,0,0,0
0,297.9,309.1,1507,36.9,13,11.2,5823.29,479.7,0,0,0,0,0,0,0
0,301.6,311.2,1408,42.9,89,9.6,6325.41,3818.1,0,0,0,0,0,0,0
0,301.3,310.0,1438,40.9,7,8.7,6159.01,286.3,0,0,0,0,0,0,0
0,302.6,311.0,1610,39.2,152,8.4,6609.07,5958.4,0,0,0,0,0,0,0
2,300.5,311.4,1679,27.5,59,10.9,4835.17,1622.5,0,0,0,0,0,0,0
1,298.1,308.5,1382,54.5,17,10.4,7887.39,926.5,0,0,0,0,0,0,0
0,301.5,310.6,1587,33.7,122,9.1,5600.61,4111.4,0,0,0,0,0,0,0
0,302.2,311.3,1382,46.4,94,9.1,6715.13,4361.6,0,0,0,0,0,0,0
0,302.5,311.9,1452,47.4,77,9.4,7207.32,3649.8,0,0,0,0,0,0,0
1,298.1,308.3,1453,41.5,204,10.2,6314.55,8466.0,1,0,0,0,0,0,0
0,300.5,309.7,1395,61.0,157,9.2,8911.13,9577.0,0,0,0,0,0,0,0
0,303.7,312.8,1437,51.3,42,9.1,7719.74,2154.6,0,0,0,0,0,0,0
0,297.2,307.9,1493,38.4,146,10.7,6003.71,5606.4,0,0,0,0,0,0,0
1,301.9,310.9,1421,46.2,26,9.0,6874.87,1201.2,0,0,0,0,0,0,0
0,301.7,311.0,1585,35.9,185,9.3,5958.71,6641.5,0,0,0,0,0,0,0
0,298.9,309.8,1534,42.1,23,10.9,6762.95,968.3,0,0,0,0,0,0,0
2,300.5,310.8,1631,30.5,132,10.3,5209.34,4026.0,0,0,0,0,0,0,0
0,297.3,308.6,1505,33.5,14,11.3,5279.71,469.0,0,0,0,0,0,0,0
1,298.9,310.1,1484,40.4,61,11.2,6278.33,2464.4,0,0,0,0,0,0,0
0,299.8,311.1,1820,24.9,174,11.3,4745.69,4332.6,0,0,0,0,0,0,0
2,299.6,309.2,1597,36.3,35,9.6,6070.72,1270.5,0,0,0,0,0,0,0
1,297.8,307.8,1622,32.1,18,10.0,5452.36,577.8,0,0,0,0,0,0,0
0,298.8,308.4,1484,39.2,8,9.6,6091.84,313.6,0,0,0,0,0,0,0
1,301.0,312.1,1664,28.4,168,11.1,4948.8,4771.2,0,0,0,0,0,0,0
0,298.3,310.0,1442,43.9,110,11.7,6629.16,4829.0,0,0,0,0,0,0,0
0,302.7,312.2,1405,51.4,157,9.5,7562.55,8069.8,0,0,0,0,0,0,0
2,300.7,310.2,1364,65.3,208,9.5,9327.3,13582.4,1,1,1,0,1,1,0
0,301.1,310.2,1657,34.1,52,9.1,5917.05,1773.2,0,0,0,0,0,0,0
0,300.9,311.4,2073,21.4,105,10.5,4645.6,2247.0,0,0,0,0,0,0,0
0,303.6,312.6,1606,33.6,184,9.0,5650.85,6182.4,0,0,0,0,0,0,0
0,300.7,310.3,1662,34.4,57,9.6,5987.12,1960.8,0,0,0,0,0,0,0
0,298.6,308.4,1310,59.7,40,9.8,8189.82,2388.0,0,0,0,0,0,0,0
0,303.6,312.7,1429,47.7,198,9.1,7138.04,9444.6,0,0,0,0,0,0,0
0,300.4,309.7,1384,45.1,159,9.3,6536.44,7170.9,0,0,0,0,0,0,0
0,302.2,311.4,2080,19.2,31,9.2,4182.09,595.2,0,0,0,0,0,0,0
1,297.9,308.8,1538,37.6,54,10.9,6055.82,2030.4,0,0,0,0,0,0,0
1,298.4,308.2,1463,37.6,188,9.8,5760.51,7068.8,0,0,0,0,0,0,0
0,297.7,308.9,1575,39.9,12,11.2,6580.85,478.8,0,0,0,0,0,0,0
0,303.5,312.8,1877,22.3,96,9.3,4383.27,2140.8,0,0,0,0,0,0,0
0,299.6,309.2,1572,33.4,20,9.6,5498.29,668.0,0,0,0,0,0,0,0
2,302.0,309.9,1606,34.5,156,7.9,5802.21,5382.0,0,0,0,0,0,0,0
1,297.6,308.1,1379,57.4,122,10.5,8289.05,7002.8,0,0,0,0,0,0,0
2,300.7,311.3,1374,53.1,66,10.6,7640.29,3504.6,0,0,0,0,0,0,0
2,298.0,308.7,1536,39.6,99,10.7,6369.64,3920.4,0,0,0,0,0,0,0
2,304.0,313.2,1517,43.1,96,9.2,6846.86,4137.6,0,0,0,0,0,0,0
0,303.4,311.7,1476,42.3,180,8.3,6538.16,7614.0,0,0,0,0,0,0,0
1,301.2,312.4,1428,36.6,99,11.2,5473.16,3623.4,0,0,0,0,0,0,0
0,301.9,310.6,1467,39.3,32,8.7,6037.42,1257.6,0,0,0,0,0,0,0
0,301.4,310.6,1347,53.3,104,9.2,7518.37,5543.2,0,0,0,0,0,0,0
0,298.0,309.2,1527,39.5,85,11.2,6316.33,3357.5,0,0,0,0,0,0,0
0,298.6,309.6,1533,40.7,106,11.0,6533.79,4314.2,0,0,0,0,0,0,0
0,298.4,308.8,1458,40.1,111,10.4,6122.52,4451.1,0,0,0,0,0,0,0
0,302.2,311.4,1499,37.7,55,9.2,5917.95,2073.5,0,0,0,0,0,0,0
2,297.7,308.3,1488,41.0,101,10.6,6388.74,4141.0,0,0,0,0,0,0,0
0,300.8,310.8,1407,45.1,51,10.0,6645.07,2300.1,0,0,0,0,0,0,0
1,298.1,307.6,2066,19.2,150,9.5,4153.94,2880.0,0,0,0,0,0,0,0
0,300.0,309.6,1738,28.7,51,9.6,5223.48,1463.7,0,0,0,0,0,0,0
2,303.3,311.4,1692,27.9,55,8.1,4943.48,1534.5,0,0,0,0,0,0,0
2,296.7,307.5,1607,33.6,38,10.8,5654.36,1276.8,0,0,0,0,0,0,0
1,302.7,311.7,1784,25.1,177,9.0,4689.18,4442.7,0,0,0,0,0,0,0
0,300.4,309.7,1584,32.6,71,9.3,5407.56,2314.6,0,0,0,0,0,0,0
0,302.3,311.3,1614,34.1,129,9.0,5763.5,4398.9,0,0,0,0,0,0,0
1,297.3,308.4,1686,34.5,97,11.1,6091.23,3346.5,0,0,0,0,0,0,0
0,297.9,309.0,1379,47.3,28,11.1,6830.52,1324.4,0,0,0,0,0,0,0
0,297.0,307.9,1350,47.7,168,10.9,6743.43,8013.6,0,0,0,0,0,0,0
0,298.8,309.1,1350,52.5,111,10.3,7422.01,5827.5,0,0,0,0,0,0,0
0,298.2,307.6,1492,37.2,178,9.4,5812.2,6621.6,0,0,0,0,0,0,0
0,298.6,309.6,1390,50.3,196,11.0,7321.69,9858.8,0,0,0,0,0,0,0
1,302.1,310.9,1916,23.1,51,8.8,4634.85,1178.1,0,0,0,0,0,0,0
0,300.6,311.0,1563,40.7,87,10.4,6661.65,3540.9,0,0,0,0,0,0,0
2,302.4,310.9,1444,40.7,174,8.5,6154.46,7081.8,0,0,0,0,0,0,0
1,297.9,309.0,2456,13.9,82,11.1,3574.96,1139.8,0,0,0,0,0,0,0
1,298.6,309.0,1481,40.8,6,10.4,6327.67,244.8,0,0,0,0,0,0,0
0,302.0,309.8,1456,58.1,145,7.8,8858.62,8424.5,0,0,0,0,0,0,0
0,300.2,310.0,1493,47.3,172,9.8,7395.19,8135.6,0,0,0,0,0,0,0
1,297.3,308.8,1586,32.7,131,11.5,5431.0,4283.7,0,0,0,0,0,0,0
0,297.4,308.6,1439,46.4,114,11.2,6992.1,5289.6,0,0,0,0,0,0,0
